Taxa,meanLPBL,LPBL_BLUP,meanUPBLog,UPBL_BLUP,meanRL,RL_BLUP,meanRD,RD_BLUP,family_ID
PR1314_2557,79.7500000025,-5.06038428204131,3.44881831745078,-0.304596375705705,267.83333335,-9.2934734134439,9.75000000025,1.08296022800633,SC35
PR1314_2558,71.38888889,-12.5989438368258,4.18539157348573,0.212281658973839,286.444444433333,4.3233788949335,8.16666666566667,-0.261721750082312,SC35
PR1314_2559,83.1666666666667,-3.74293323808816,4.03125300010633,0.106858438460501,314.555555566667,31.1384206608571,9.22222222233333,0.259216599823647,SC35
PR1314_2560,101.999999992,12.9681888835618,3.5385836079715,-0.255770307891021,344.36666666,60.4951684504119,8.2666666668,-0.122594220710433,SC35
PR1314_2561,97.38888889,11.4832851950425,4.07897982453728,0.200318333301381,310.222222233333,30.3857134518274,9.38888888866667,1.18610269189391,SC35
PR1314_2562,81.16666667,-1.21452885280963,4.01035890620943,0.0379653159811435,300,17.6697202538885,7.666666667,-0.368526510543037,SC35
PR1314_2563,64.5,-17.0306465450935,3.92428783898661,0.0580955216923359,276.125,-2.02636576424166,9.2916666665,0.697233051488701,SC35
PR1314_2564,79.000000006,-5.89675851462583,3.95469713384808,0.0774519050015925,282.16666666,4.59955838510845,10.1999999994,1.55770968218136,SC35
PR1314_2565,87.1666666766667,2.25236643992202,4.19076500517024,0.241599332950271,283.3888889,7.32971430333678,7.83333333333333,-0.00815470219917387,SC35
PR1314_2566,101.49999999,14.6605378499855,4.1271923550087,0.233525249038523,297.708333325,21.2461430536304,10.41666666675,2.05463197217071,SC35
PR1314_2567,69,-10.8498571248157,3.99565702485347,0.133189062788812,276.25,2.43930664454246,8.5833333335,0.511723267572951,SC35
PR1314_2568,96.875,11.0302124179961,4.05215147063929,0.176283471171337,284.91666665,10.0350774544195,10.0833333325,1.77410311600509,SC35
PR1314_2569,104.9999999825,17.4078111499224,3.9491866291392,0.0977410787834356,311.625,33.4431981348656,11.83333333425,3.24687960829722,SC35
PR1314_2570,90.166666672,3.2623101547399,3.74323998098942,-0.0593566471421596,295.2,16.3118753983521,9.333333334,0.804470002389871,SC35
PR1314_2571,82.16666667,-0.737420935646745,4.15888308335967,0.104158922710036,330,36.8520024746434,10,0.962580011930036,SC35
PR1314_2572,70.6666666675,-9.54163174043591,3.58398844601357,-0.180834972813534,279.458333325,5.25120256745651,10.74999999825,2.33516082602197,SC35
PR1314_2573,96.27777778,10.6694755357657,3.56705858203379,-0.161567099636355,277.625,3.64440490035005,9.2083333325,1.03771487059542,SC35
PR1314_2574,90.433333346,3.48103418869302,4.09532444846889,0.190065752081846,294.53333334,15.712779905251,9.2666666666,0.746528487837717,SC35
PR1314_2575,109.733333334,19.3111857008785,3.70623168082505,-0.121518334933018,317.36666668,36.2318007551501,9.4999999994,0.949323786075974,SC35
PR1314_2576,104.000000006,14.6086191045814,4.09482545739479,0.189666161826818,337.53333332,54.3544395787258,7.1333333334,-1.10759995731994,SC35
PR1314_2577,105.8333333,10.554133086381,4.24611145064635,0.143034480552293,341.5,44.2052106592661,9.5,0.677342899930772,SC35
PR1314_2578,82.1666666766667,-0.582824687760141,4.10479709391182,0.177818372371364,287.5,12.2992014647866,9.62499999925,1.38837593990825,SC35
PR1314_2579,89.133333334,2.41475454265165,3.97891478157679,0.0968453100830865,276,-0.942074975503506,9.4,0.862411515725254,SC35
PR1314_2580,88.2916666575,4.2928516846137,4.31213013725438,0.374597246517163,292.875,17.0100401011254,8.41666666675,0.371458839805734,SC35
PR1314_2581,87.800000006,1.32113440733511,3.58844525780656,-0.215841278279414,331.16666665,50.5702006043121,11.08333333325,2.61568968281877,SC35
PR1314_2582,90.966666674,3.91848224019498,3.8378004076196,-0.0161585723596046,337.56666668,54.3843943776443,9.133333334,0.630645460645477,SC35
PR1314_2583,84.833333335,1.57828402188639,3.7414301471029,-0.0607372026910371,340.916666675,59.1154428037677,10,1.70397090285788,SC35
PR1314_2584,53.75,-22.8201193859056,3.57186505233775,-0.190082793033395,182.222222233333,-77.1154025817585,5.88888888866667,-1.57791909454416,SC35
PR1314_2585,75.666666665,-5.61695559122124,3.470782936182,-0.267189027694063,251.2222222,-19.0336690079968,9.88888888766667,1.61958465323423,SC35
PR1314_2586,96.5000000075,7.60717187855743,3.77925929616336,-0.0472335537819958,307.708333325,25.8454667966748,8.54166666675,0.0927269778786912,SC35
PR1314_2587,89.399999994,2.6334785651218,3.87444573939754,0.0131868773503196,317.06666666,35.9622077625857,7.8666666668,-0.47024330419922,SC35
PR1314_2588,83.4166666675,0.466292445065473,4.27971441128046,0.349870275330784,318.625,39.5782438007953,9.87500000025,1.59877258229546,SC35
PR1314_2589,76.9583333325,-4.60308091817973,3.88338955891219,0.047550555178929,249.291666675,-21.187922787776,9,0.862384336675389,SC35
PR1314_2590,86.38888889,3.42656956014571,3.8676211654212,0.0509054675931546,322.277777766667,40.5336491751465,9.88888889,1.58579066153197,SC35
PR1314_2591,55.1666666675,-21.7081278090846,3.53428979499483,-0.218745495401576,207.333333325,-57.9616786689975,10.8333333335,2.40529304148355,SC35
